"title_name","title_url","title_ingredients_name","title_directions_name","title_directions_selection2"
"Buckeye Cookies II","https://www.allrecipes.com/recipe/10476/buckeye-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","4 cups peanut butter","",""
"Buckeye Cookies II","https://www.allrecipes.com/recipe/10476/buckeye-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","2 pounds confectioners' sugar","",""
"Buckeye Cookies II","https://www.allrecipes.com/recipe/10476/buckeye-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","½ cup graham cracker crumbs","",""
"Buckeye Cookies II","https://www.allrecipes.com/recipe/10476/buckeye-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups semisweet chocolate chips","",""
"","","","Step 1","Mix together margarine, peanut butter, confectioners' sugar and graham cracker crumbs by hand. Form into 2 inch balls and place on wax paper."
"","","","Step 2","Refrigerate for 8 hours or overnight."
"","","","Step 3","Melt chocolate chips in top of double boiler. Put a toothpick in the peanut butter balls and dip in chocolate until 3/4 covered. Place on waxed paper to cool."
"Sugar Cookies XI","https://www.allrecipes.com/recipe/11603/sugar-cookies-xi/?internalSource=hub%20recipe&referringContentType=Search","3 cups white sugar","",""
"Sugar Cookies XI","https://www.allrecipes.com/recipe/11603/sugar-cookies-xi/?internalSource=hub%20recipe&referringContentType=Search","2 cups lard","",""
"Sugar Cookies XI","https://www.allrecipes.com/recipe/11603/sugar-cookies-xi/?internalSource=hub%20recipe&referringContentType=Search","4 large eggs eggs","",""
"Sugar Cookies XI","https://www.allrecipes.com/recipe/11603/sugar-cookies-xi/?internalSource=hub%20recipe&referringContentType=Search","2 cups buttermilk","",""
"Sugar Cookies XI","https://www.allrecipes.com/recipe/11603/sugar-cookies-xi/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons vanilla extract","",""
"Sugar Cookies XI","https://www.allrecipes.com/recipe/11603/sugar-cookies-xi/?internalSource=hub%20recipe&referringContentType=Search","2 tablespoons baking powder","",""
"Sugar Cookies XI","https://www.allrecipes.com/recipe/11603/sugar-cookies-xi/?internalSource=hub%20recipe&referringContentType=Search","¾ tablespoon baking soda","",""
"Sugar Cookies XI","https://www.allrecipes.com/recipe/11603/sugar-cookies-xi/?internalSource=hub%20recipe&referringContentType=Search","½ tablespoon salt","",""
"Sugar Cookies XI","https://www.allrecipes.com/recipe/11603/sugar-cookies-xi/?internalSource=hub%20recipe&referringContentType=Search","7 cups all-purpose flour","",""
"","","","Step 1","In a large bowl, cream sugar and lard together. Add eggs and vanilla, mix until smooth. Sift together the flour, baking powder, baking soda and salt. Add the dry ingredients alternately with the buttermilk. Dough should be soft but not soupy. Chill for at least 2 hours."
"","","","Step 2","Preheat oven to 375 degrees F (190 degrees C). Lightly grease baking sheets."
"","","","Step 3","On a lightly floured surface, roll the dough out to 1/4 inch thickness. Cut with cookie cutters and place onto the prepared baking sheets. Bake for 12 to 15 minutes in the preheated oven. Remove cookies to cool on wire racks. Frost with Butter Icing for Cookies."
"Soft Sugar Cookies II","https://www.allrecipes.com/recipe/10560/soft-sugar-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","1 cup butter, softened","",""
"Soft Sugar Cookies II","https://www.allrecipes.com/recipe/10560/soft-sugar-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","2 ¼ cups white sugar","",""
"Soft Sugar Cookies II","https://www.allrecipes.com/recipe/10560/soft-sugar-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Soft Sugar Cookies II","https://www.allrecipes.com/recipe/10560/soft-sugar-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","5 cups all-purpose flour","",""
"Soft Sugar Cookies II","https://www.allrecipes.com/recipe/10560/soft-sugar-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking soda","",""
"Soft Sugar Cookies II","https://www.allrecipes.com/recipe/10560/soft-sugar-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon baking powder","",""
"Soft Sugar Cookies II","https://www.allrecipes.com/recipe/10560/soft-sugar-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","1 ½ teaspoons ground cardamom","",""
"Soft Sugar Cookies II","https://www.allrecipes.com/recipe/10560/soft-sugar-cookies-ii/?internalSource=hub%20recipe&referringContentType=Search","½ cup milk","",""
"","","","Step 1","In a large mixing bowl, cream together butter and 2 cups of the sugar. Add eggs one at a time and beat well after each. Combine flour, baking soda, baking powder and 1 teaspoon of the cardamom. Add flour mixture to the creamed butter mixture alternately with the milk."
"","","","Step 2","In a small separate bowl, blend remaining sugar and cardamom. Dip rounded teaspoonfuls of dough into sugar/cardamom mixture."
"","","","Step 3","Place on greased baking sheets. Bake at 375 degrees F (190 degrees C) for 10-12 minutes or until lightly browned. Cool on wire racks."
"Fortune Cookies IV","https://www.allrecipes.com/recipe/10621/fortune-cookies-iv/?internalSource=hub%20recipe&referringContentType=Search","¼ cup all-purpose flour","",""
"Fortune Cookies IV","https://www.allrecipes.com/recipe/10621/fortune-cookies-iv/?internalSource=hub%20recipe&referringContentType=Search","2 tablespoons white sugar","",""
"Fortune Cookies IV","https://www.allrecipes.com/recipe/10621/fortune-cookies-iv/?internalSource=hub%20recipe&referringContentType=Search","1 tablespoon cornstarch","",""
"Fortune Cookies IV","https://www.allrecipes.com/recipe/10621/fortune-cookies-iv/?internalSource=hub%20recipe&referringContentType=Search","¼ teaspoon salt","",""
"Fortune Cookies IV","https://www.allrecipes.com/recipe/10621/fortune-cookies-iv/?internalSource=hub%20recipe&referringContentType=Search","2 tablespoons vegetable oil","",""
"Fortune Cookies IV","https://www.allrecipes.com/recipe/10621/fortune-cookies-iv/?internalSource=hub%20recipe&referringContentType=Search","1 egg white","",""
"Fortune Cookies IV","https://www.allrecipes.com/recipe/10621/fortune-cookies-iv/?internalSource=hub%20recipe&referringContentType=Search","1 tablespoon water","",""
"","","","Step 1","In a mixing bowl, stir together flour, sugar, cornstarch and salt. Add cooking oil and egg white; stir until smooth. Add water; mix well."
"","","","Step 2","Make 1 cookie at a time by pouring 1 tablespoon of batter on a lightly greased skillet or griddle; spread into a 3 1/2 inch circle. Cook over low heat about 4 minutes, or until lightly browned. Turn cookie with a wide spatula; cook 1 minute more."
"","","","Step 3","Working quickly, place cookie on pot holder. Place fortune in center of cookie. Fold cookie in half, then fold again over edge of bowl. place in muffin pan to cool. Repeat with remaining batter."
"Mom's Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25098/moms-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup butter, softened","",""
"Mom's Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25098/moms-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","½ cup white sugar","",""
"Mom's Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25098/moms-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups packed brown sugar","",""
"Mom's Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25098/moms-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"Mom's Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25098/moms-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 tablespoon vanilla extract","",""
"Mom's Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25098/moms-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 ½ cups all-purpose flour","",""
"Mom's Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25098/moms-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking powder","",""
"Mom's Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25098/moms-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon baking soda","",""
"Mom's Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25098/moms-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","¾ teaspoon salt","",""
"Mom's Best Chocolate Chip Cookies","https://www.allrecipes.com/recipe/25098/moms-best-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 cups milk chocolate chips","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C)."
"","","","Step 2","In a large bowl, cream together the butter, white sugar and brown sugar. Beat in the eggs one at a time then stir in the vanilla. Combine the flour, baking powder, baking soda and salt; stir into the creamed mixture until just blended. Finally, mix in the chocolate chips. Shape dough into golf ball sized balls and place them 3 inches apart into ungreased cookie sheets. Flatten slightly."
"","","","Step 3","Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
"No-Fail Chocolate Chip Cookies","https://www.allrecipes.com/recipe/218345/no-fail-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","4 cups all-purpose flour","",""
"No-Fail Chocolate Chip Cookies","https://www.allrecipes.com/recipe/218345/no-fail-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons baking soda","",""
"No-Fail Chocolate Chip Cookies","https://www.allrecipes.com/recipe/218345/no-fail-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon salt","",""
"No-Fail Chocolate Chip Cookies","https://www.allrecipes.com/recipe/218345/no-fail-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups butter, softened","",""
"No-Fail Chocolate Chip Cookies","https://www.allrecipes.com/recipe/218345/no-fail-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ¼ cups white sugar","",""
"No-Fail Chocolate Chip Cookies","https://www.allrecipes.com/recipe/218345/no-fail-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups packed brown sugar","",""
"No-Fail Chocolate Chip Cookies","https://www.allrecipes.com/recipe/218345/no-fail-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 large eggs eggs","",""
"No-Fail Chocolate Chip Cookies","https://www.allrecipes.com/recipe/218345/no-fail-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 tablespoon vanilla extract","",""
"No-Fail Chocolate Chip Cookies","https://www.allrecipes.com/recipe/218345/no-fail-chocolate-chip-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 (24 ounce) bag semisweet chocolate chips","",""
"","","","Step 1","Preheat oven to 350 degrees F (175 degrees C). Whisk flour, baking soda, and salt together in a bowl."
"","","","Step 2","In a large mixing bowl, mash the butter with white sugar and brown sugar until the mixture is well combined. Beat in the eggs, one at a time, and stir in vanilla extract. Stir in the flour mixture, about 1 cup at a time, then mix in the chocolate chips. Drop the dough by rounded tablespoon onto baking sheets, about 2 inches apart."
"","","","Step 3","Bake in the preheated oven until golden brown, 12 to 15 minutes. Allow to cool for about 5 minutes on the baking sheets before removing cookies to finish cooling."
"White Chocolate Thumbprint Cookies","https://www.allrecipes.com/recipe/230463/white-chocolate-thumbprint-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 pound butter, softened","",""
"White Chocolate Thumbprint Cookies","https://www.allrecipes.com/recipe/230463/white-chocolate-thumbprint-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups white sugar","",""
"White Chocolate Thumbprint Cookies","https://www.allrecipes.com/recipe/230463/white-chocolate-thumbprint-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 teaspoon vanilla extract","",""
"White Chocolate Thumbprint Cookies","https://www.allrecipes.com/recipe/230463/white-chocolate-thumbprint-cookies/?internalSource=hub%20recipe&referringContentType=Search","4 cups all-purpose flour","",""
"White Chocolate Thumbprint Cookies","https://www.allrecipes.com/recipe/230463/white-chocolate-thumbprint-cookies/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons baking powder","",""
"White Chocolate Thumbprint Cookies","https://www.allrecipes.com/recipe/230463/white-chocolate-thumbprint-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 cup chopped walnuts","",""
"White Chocolate Thumbprint Cookies","https://www.allrecipes.com/recipe/230463/white-chocolate-thumbprint-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 (8 ounce) jar seedless raspberry jam","",""
"White Chocolate Thumbprint Cookies","https://www.allrecipes.com/recipe/230463/white-chocolate-thumbprint-cookies/?internalSource=hub%20recipe&referringContentType=Search","3 (1.55 ounce) bars white chocolate, chopped","",""
"White Chocolate Thumbprint Cookies","https://www.allrecipes.com/recipe/230463/white-chocolate-thumbprint-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 tablespoon vegetable shortening","",""
"","","","Step 1","Beat butter, sugar, and vanilla extract together in a bowl until creamy and smooth. Mix flour and baking powder together in a separate bowl; gradually beat flour mixture into creamed butter mixture until dough is smooth. Fold walnuts into the dough. Refrigerate dough for 1 hour."
"","","","Step 2","Preheat oven to 325 degrees F (165 degrees C)."
"","","","Step 3","Roll cookie dough into 6 dozen small balls and place them 2 inches apart on a baking sheet. Press the center of each ball using your thumb to form a small well. Fill the depressions with jam."
"","","","Step 4","Bake in the preheated oven until cookies are light golden brown, about 18 minutes."
"","","","Step 5","Melt white chocolate and shortening together in the top of a double boiler over simmering water, stirring frequently and scraping down the sides with a rubber spatula to avoid scorching. Drizzle melted white chocolate mixture over cookies."
"","","","Step 6","Cool cookies on the sheet for 5 minutes before removing to cool completely on a wire rack."
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","1 (7 ounce) package caramelized spiced Belgian cookies (such as Trader Joe's® Speculoos Cookies), divided","",""
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","⅓ cup unsalted butter, softened","",""
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","4 (8 ounce) packages cream cheese, softened","",""
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","¾ cup white sugar","",""
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","1 cup cookie butter (such as Trader Joe's® Speculoos Cookie Butter®), divided","",""
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","2 teaspoons vanilla extract","",""
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","½ teaspoon ground ginger","",""
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","5 large eggs","",""
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","1 cup toffee baking chips (such as Bits O' Brickle Toffee Bits®)","",""
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","1 cup sour cream","",""
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","½ cup cookie butter (such as Trader Joe's® Speculoos Cookie Butter®)","",""
"Cookie Butter Cheesecake","https://www.allrecipes.com/recipe/270884/cookie-butter-cheesecake/?internalSource=hub%20recipe&referringContentType=Search","½ cup toffee baking chips (such as Bits O' Brickle Toffee Bits®)","",""
"","","","Step 1","Preheat the oven to 425 degrees F (220 degrees C). Wrap the bottom of a 9-inch spring form pan with aluminum foil to create a water-proof barrier."
"","","","Step 2","Pour water into a large baking pan, filling it 1/2 inch deep, and place it in the oven to create a water bath."
"","","","Step 3","Set aside 6 cookies for the topping. Break up the remaining cookies and place in a blender. Pulse several times until the cookies have turned into uniform crumbs."
"","","","Step 4","Combine softened butter and cookie crumbs in a bowl using a fork or pastry knife. Add mixture to the prepared springform pan and evenly press them into the bottom to form a crumb crust. Refrigerate while preparing the filling."
"","","","Step 5","Combine cream cheese, sugar, cookie butter, vanilla extract, and ground ginger in the bowl of an electric mixer. Mix to combine on medium-high speed; mixture will be quite thick. Add eggs one at a time, beating well after each addition. Scrape the bowl with a spatula as needed. Stir in toffee chips."
"","","","Step 6","Remove springform pan from the refrigerator. Pour filling on top of the crust, using a spatula to even out the top. Carefully place springform pan into the water bath, adding more hot water if necessary."
"","","","Step 7","Bake in the preheated oven for 12 minutes. Reduce oven temperature to 350 degrees F (175 degrees C) and bake until the top of the cheesecake is golden brown, 50 to 60 minutes. Add more hot water as necessary, since there will be some evaporation."
"","","","Step 8","Remove cheesecake and place on a wire rack to cool to room temperature, about 1 hour."
"","","","Step 9","Whisk sour cream and 1/2 cup cookie butter together to make the topping. Spread topping on top of the cheesecake and garnish with 1/2 cup toffee chips. Crumble reserved cookies over on top. Refrigerate for at least 4 hours before serving."
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","cooking spray","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","30 round cookie (1-3/4"" dia)s vanilla sandwich cookies (such as Golden Oreos®), crushed","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","2 (12 ounce) packages cream cheese, softened","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups white sugar","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","3 large eggs eggs","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","3 tablespoons sour cream","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","3 tablespoons all-purpose flour","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 ⅓ teaspoons vanilla extract","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 drop red gel food coloring, or as needed","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 drop orange gel food coloring, or as needed","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 drop yellow gel food coloring, or as needed","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 drop green gel food coloring, or as needed","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 drop blue gel food coloring, or as needed","",""
"Rainbow Vanilla Cheesecake Cookie Bars","https://www.allrecipes.com/recipe/261888/rainbow-vanilla-cheesecake-cookie-bars/?internalSource=hub%20recipe&referringContentType=Search","1 drop violet gel food coloring, or as needed","",""
"","","","Step 1","Preheat the oven to 325 degrees F (165 degrees C). Spray a 9x13-inch baking pan with cooking spray."
"","","","Step 2","Press crushed cookies into the bottom of the prepared pan to make the crust."
"","","","Step 3","Beat cream cheese and sugar together in a bowl using an electric mixer until creamy. Add eggs, sour cream, flour, and vanilla extract; beat until combined. Spoon 1/2 the batter into the prepared crust."
"","","","Step 4","Divide remaining batter evenly into 6 bowls. Add red, orange, yellow, green, blue, and violet food colorings separately to individual bowls until desired colors are achieved. Spoon colored batters onto the plain batter in a random pattern and swirl gently with a knife."
"","","","Step 5","Bake in the preheated oven until center jiggles just slightly, 40 to 45 minutes. Cool on the counter for 2 hours. Cover with plastic wrap and refrigerate for at least 4 hours; cut into 24 squares."
"Shorecook's Nutter Butter® Cookie Balls","https://www.allrecipes.com/recipe/275146/shorecooks-nutter-butter-cookie-balls/?internalSource=hub%20recipe&referringContentType=Search","16 ounces peanut butter sandwich cookies (such as Nutter Butter®)","",""
"Shorecook's Nutter Butter® Cookie Balls","https://www.allrecipes.com/recipe/275146/shorecooks-nutter-butter-cookie-balls/?internalSource=hub%20recipe&referringContentType=Search","½ (16 ounce) jar peanut butter (such as Jif®)","",""
"Shorecook's Nutter Butter® Cookie Balls","https://www.allrecipes.com/recipe/275146/shorecooks-nutter-butter-cookie-balls/?internalSource=hub%20recipe&referringContentType=Search","½ (24 ounce) package chocolate candy melts","",""
"Shorecook's Nutter Butter® Cookie Balls","https://www.allrecipes.com/recipe/275146/shorecooks-nutter-butter-cookie-balls/?internalSource=hub%20recipe&referringContentType=Search","¼ cup multicolored candy sprinkles","",""
"","","","Step 1","Cover a baking sheet with parchment paper and set aside."
"","","","Step 2","Crush peanut butter cookies in a food processor until they are crumbs. Pour into the bowl of a stand mixer and add peanut butter. Mix on medium speed until a dough forms, about 5 minutes."
"","","","Step 3","Scoop dough and form 20 balls, placing them onto the prepared baking sheet. Freeze for 30 minutes so they will hold together while dipping."
"","","","Step 4","Melt chocolate candy in a microwave-safe bowl in a microwave, stirring frequently, in 30-second increments."
"","","","Step 5","Insert a toothpick into each cookie ball and dip into melted chocolate. Return balls to the prepared baking sheet and top with sprinkles."
"Grandpa's Easy Vegan Gingerbread Cookies","https://www.allrecipes.com/recipe/276255/grandpas-easy-vegan-gingerbread-cookies/?internalSource=hub%20recipe&referringContentType=Search","1 ½ cups molasses","",""
